ter_id,nombre,lugar_over,direccion,provincia,departamento,telefono,latitud,longitud
669,ICA / NAZCA / VISTA ALEGRE / VISTA ALEGRE CO,VISTA ALEGRE CO,"CARRETERA PANAMERICANA SUR N\u00b0 906, VISTA ALEGRE - NAZCA -\u00a0ICA, REF. FRENTE AL AEROPUERTO DE VISTA ALEGRE",NAZCA,ICA,,-14.850.980.032.038,-74.957.309.986.507
670,LIMA / CAÑETE / CHILCA / ANT PANAM SUR CDRA 11,ANT PANAM SUR CDRA 11,"ANTIGUA PANAMERICANA SUR CDRA. 11 MZ. 46, LT. 08. CHILCA - CAÑETE - LIMA, REF. A MEDIA CDRA. DEL HOTEL EL PACÍFICO",CAÑETE,LIMA,(01) 500 7878,-12.519.499.635.745.400,-7.673.222.309.911.320
672,AREQUIPA / CAYLLOMA / MAJES / AV COLONIZADORES  CO,AV COLONIZADORES  CO,"AV. LOTE COLONIZADORES. 4 PARCELA 180, MAJES - CAYLLOMA - AREQUIPA, REF. A MEDIA CDRA. DEL GRIFO EL EJE",CAYLLOMA,AREQUIPA,(01) 500 7878,-16.352.289.700.015.300,-7.218.092.614.106.090
673,LIMA / LIMA / VILLA EL SALVADOR / Prueba sistemas qa,Prueba sistemas qa,test sistemas,LIMA,LIMA,(01) 500 7878,-16.414.719.927.538,-76.992.912.529.448
674,TACNA / TACNA / CORONEL GREGORIO ALBARRACIN LANCHIPA / VIÑANIS,VIÑANIS,"PROMUVI VIÑANI, AMP. I ETAPA, MZ. 574, LT. 09 – CORONEL GREGORIO ALBARRACÍN LANCHIPA – TACNA - TACNA, REF. A MEDIA CDRA. DEL ÓVALO LOS MOLLES",TACNA,TACNA,(01) 500 7878,-18.062.945.787.541,-70.251.860.014.921
675,APURIMAC / COTABAMBAS / CHALLHUAHUACHO / CHALLHUAHUACHO,CHALLHUAHUACHO,"BARRIO WICHAYPAMPA LT. 13 - 15 - 16, CHALLHUAHUACHO - COTABAMBAS - APURÍMAC, REF. A DOS CDRAS DEL TERMINAL TERRESTRE DE CHALLHUAHUACHO / A ESPALDAS DEL TALLER E&L",COTABAMBAS,APURIMAC,(01) 500 7878,-14.123.588.600.655,-7.225.614.026.073
676,CAJAMARCA / CAJAMARCA / CAJAMARCA / BARRIO SAN MARTÍN,BARRIO SAN MARTÍN,"JIRÓN LOS GLADIOLOS N° 336 BARRIO SAN MARTÍN, CAJAMARCA – CAJAMARCA – CAJAMARCA, REF. A LA ALTURA DE LA CDRA. 13 DE LA VÍA DE EVITAMIENTO SUR /A UNA CDRA. DE LA UNIVERSIDAD NACIONAL DE CAJAMARCA",CAJAMARCA,CAJAMARCA,(01) 500 7878,-71.699.003.050.971,-78.499.003.664.337
677,AREQUIPA / AREQUIPA / AREQUIPA / MALL LAMBRAMANI,MALL LAMBRAMANI,"AV. LAMBRAMANI 325, AREQUIPA - AREQUIPA- AREQUIPA, REF. DENTRO DEL MALL LAMBRAMANI (SOTANO PISO -4)",AREQUIPA,AREQUIPA,(01) 500 7878,-16.410.501.929.707,-71.519.777.129.466
678,LORETO / MAYNAS / IQUITOS SAN JUAN BAUTISTA / CTRA IQUITOS NAUTA,CTRA IQUITOS NAUTA,"CARRETERA IQUITOS NAUTA, S/N MZ. K - LT. 20, SAN JUAN BAUTISTA - MAYNAS - LORETO, REF. AL COSTADO DE LA DISTRIBUIDORA AMAZON GAS.",MAYNAS,LORETO,(01) 500 7878,-37.960.541.680.007,-73.301.555.482.859
679,PUNO / PUNO / PUNO / AV  4 DE NOVIEMBRE CO,AV  4 DE NOVIEMBRE CO,"AV. 4 DE NOVIEMBRE N° 474-B Y 486-B BARRIO SANTA ROSA, PUNO - PUNO – PUNO, REF. A UNA CDRA. DE SUNAFIL",PUNO,PUNO,(01) 500 7878,-15.855.167.345.042,-70.015.778.470.551
680,CUSCO / QUISPICANCHI / OCONGATE / OCONGATE,OCONGATE,"SECT. MAYO UCJO S/N, OCONGATE - QUISPICANCHI - CUSCO, REF. A LA ESPALDA DEL TERMINAL DE BUSES DE OCONGATE / A ORILLAS DE LA CARRETA A MAZUKO",QUISPICANCHI,CUSCO,(01) 500 7878,-13.627.390.139.692,-71.388.750.657.298
686,AYACUCHO / HUAMANGA / SAN JUAN BAUTISTA / SAN JUAN BAUTISTA,SAN JUAN BAUTISTA,"AV. VENEZUELA N° 431 – URB. APROVISA, SAN JUAN BAUTISTA - HUAMANGA - AYACUCHO, REF. ALTURA DEL HOSTAL LA ORIENTAL, CERCA AL SEGURO DE ESSALUD",HUAMANGA,AYACUCHO,(01) 500 7878,-13.175.943.594.201,-74.199.324.499.991
687,LIMA / LIMA / COMAS / URB. REPARTICIÓN,URB. REPARTICIÓN,"AV. TUPAC AMARU 3184 URB. REPARTICION, COMAS - LIMA - LIMA, REF. A MEDIA CDRA. DE AV. VICTOR ANDRES BELAUNDE Y/O FRENTE A DOLLARCITY",LIMA,LIMA,(01) 500 7878,-11.939.410.443.955,-770.500.541
689,JUNIN / HUANCAYO / CHILCA / CHILCA LEONCIO PRADO,CHILCA LEONCIO PRADO,"JR. LEONICO PRADO 656, CHILCA – HUANCAYO - JUNÍN REFERENCIA: ESQUINA CON JIRON JOSE OLAYA",HUANCAYO,JUNIN,01 5007878,-12.075.860.337.839,-75.196.962.163.462
692,JUNIN / JAUJA / JAUJA / TERMINAL JAUJA,TERMINAL JAUJA,"JR.LUIS BARDALES S/N, JAUJA – JAUJA – JUNÍN, REF. TERMINAL TERRESTRE HATUN XAUXA",JAUJA,JUNIN,01 500 7878,-11.772.218.425.795,-75.492.098.458.891
694,LIMA / LIMA / SAN JUAN DE MIRAFLORES / AV LOS PRECURSORES / LAS AMERICAS,AV LOS PRECURSORES / LAS AMERICAS,"AV. LOS PRECURSORES MZ. B LT. 17 AA.HH EL INTI, SAN JUAN DE MIRAFLORES - LIMA - LIMA, REF. A 1 CDRA. DEL CRUCE CON AV. LOS PRÓCERES",LIMA,LIMA,01 500 7878,-12.187.290.105.723,-76.981.656.592.911
697,LIMA / LIMA / SAN MARTIN DE PORRES / AV  CENTRAL  SMP,AV  CENTRAL  SMP,"AV. CENTRAL MZ. A LT. 07, URB. PROGRAMA DE VIVIENDA LUCERITO DE NARANJAL, SAN MARTÍN DE PORRES - LIMA - LIMA, REF. A 5 CDRAS. DEL CRUCE CON AV. TANTAMAYO",LIMA,LIMA,01 500 7878,-11.959.972.288.593,-77.091.252.270.512
699,CAJAMARCA / CONTUMAZA / CHILETE / CHILETE - AGENTE,CHILETE - AGENTE,"JR. SANTA ROSA N° 121, CHILETE – CONTUMAZÁ – CAJAMARCA, REF. A UNA CDRA. DEL TERRAPUERTO Y A 100 MTS. DEL PUENTE DE INGRESO A CHILETE",CONTUMAZA,CAJAMARCA,(01) 500 7878,-72.225.019.957.084,-78.838.027.799.969
